imagedir,image,mos_quality,prompt,prompt2,new_prompt
C:/D/VQA/IC/images/objects_cup_COCO_train2014_000000532062.jpg,objects_cup_COCO_train2014_000000532062.jpg,0.617647052,a group of people sitting at a table eating food,A group of kids sit at a table with plates of food in front of them and one girl smiling as she cuts into her chicken nuggets.,A group of kids sit at a table with plates of food in front of them and one girl smiling as she cuts into her chicken nuggets.
C:/D/VQA/IC/images/objects_dining table_COCO_train2014_000000058134.jpg,objects_dining table_COCO_train2014_000000058134.jpg,0.617647052,a laptop computer sitting on top of a wooden table,a laptop computer sitting on top of a table in a dining room,a laptop computer sitting on top of a table in a dining room
C:/D/VQA/IC/images/objects_dining table_COCO_train2014_000000088540.jpg,objects_dining table_COCO_train2014_000000088540.jpg,0.573529422,a pizza sitting on a table at a restaurant,a pizza sitting on top of a table at an outdoor cafe,a pizza sitting on top of a table at an outdoor cafe
C:/D/VQA/IC/images/objects_dining table_COCO_train2014_000000096046.jpg,objects_dining table_COCO_train2014_000000096046.jpg,0.455882341,a cup of coffee and a donut on a table,a cup of coffee sitting next to a donut on a table,a cup of coffee sitting next to a donut on a table
C:/D/VQA/IC/images/objects_dining table_COCO_train2014_000000151854.jpg,objects_dining table_COCO_train2014_000000151854.jpg,0.661764681,a group of men sitting at a table in a bar,"a group of men sitting at a table with drinks and cell phones in front of them, one of the men is looking at his phone while the other two are talking to each other","a group of men sitting at a table with drinks and cell phones in front of them, one of the men is looking at his phone while the other two are talking to each other"
C:/D/VQA/IC/images/objects_dining table_COCO_train2014_000000160944.jpg,objects_dining table_COCO_train2014_000000160944.jpg,0.514705896,"a bowl of avocado, tomatoes, and hard boiled eggs","a bowl of avocado, tomatoes, and hard boiled eggs on a wooden table","a bowl of avocado, tomatoes, and hard boiled eggs on a wooden table"
C:/D/VQA/IC/images/objects_dining table_COCO_train2014_000000207215.jpg,objects_dining table_COCO_train2014_000000207215.jpg,0.5,a couple of people standing next to a blender,two women are using a blender to make a smoothie,two women are using a blender to make a smoothie
C:/D/VQA/IC/images/objects_dining table_COCO_train2014_000000208267.jpg,objects_dining table_COCO_train2014_000000208267.jpg,0.485294104,two plates of food sitting on a wooden table,two plates of food on a wooden table with broccoli and cauliflower,two plates of food on a wooden table with broccoli and cauliflower
C:/D/VQA/IC/images/objects_dining table_COCO_train2014_000000243791.jpg,objects_dining table_COCO_train2014_000000243791.jpg,0.352941185,a black and white photo of a vase of flowers,a black and white photo of flowers in a glass vase on a wooden table,a black and white photo of flowers in a glass vase on a wooden table
C:/D/VQA/IC/images/objects_dining table_COCO_train2014_000000264969.jpg,objects_dining table_COCO_train2014_000000264969.jpg,0.264705896,a green vase sitting on a table next to a clock,a vase with sticks in it sits on a table next to a clock,a vase with sticks in it sits on a table next to a clock
C:/D/VQA/IC/images/objects_dining table_COCO_train2014_000000266908.jpg,objects_dining table_COCO_train2014_000000266908.jpg,0.5,a woman sitting in front of a deep dish pizza,A woman sits at a table with a deep dish pizza on top of the table in front of her. She is smiling and has a slice of pizza in her,A woman sits at a table with a deep dish pizza on top of the table in front of her. She is smiling and has a slice of pizza in her
C:/D/VQA/IC/images/objects_dining table_COCO_train2014_000000301046.jpg,objects_dining table_COCO_train2014_000000301046.jpg,0.720588207,a table with many different types of food on it,a table topped with plates of food and bowls of dipping sauce,a table topped with plates of food and bowls of dipping sauce
C:/D/VQA/IC/images/objects_dining table_COCO_train2014_000000426350.jpg,objects_dining table_COCO_train2014_000000426350.jpg,0.5,a plate with a burger and french fries on it,a plate of french fries and a hamburger with an egg on top,a plate of french fries and a hamburger with an egg on top
C:/D/VQA/IC/images/objects_dog_COCO_train2014_000000085092.jpg,objects_dog_COCO_train2014_000000085092.jpg,0.426470578,a woman running along the beach with her dog,a woman running with her dog on a leash in the water at the beach,a woman running with her dog on a leash in the water at the beach
C:/D/VQA/IC/images/objects_dog_COCO_train2014_000000236031.jpg,objects_dog_COCO_train2014_000000236031.jpg,0.455882341,a cat standing next to a book about dogs and cats,a cat standing next to a book about why dogs are better than cats,a cat standing next to a book about why dogs are better than cats
C:/D/VQA/IC/images/objects_dog_COCO_train2014_000000334413.jpg,objects_dog_COCO_train2014_000000334413.jpg,0.294117659,a dog carrying a green frisbee in its mouth,a dog in the water with a frisbee in it's mouth,a dog in the water with a frisbee in it's mouth
C:/D/VQA/IC/images/objects_dog_COCO_train2014_000000340532.jpg,objects_dog_COCO_train2014_000000340532.jpg,0.647058845,a man walking down a city street with a backpack,"a man walking down the street with a backpack on his back and an umbrella in his hand, there are cars parked on the side of the street","a man walking down the street with a backpack on his back and an umbrella in his hand, there are cars parked on the side of the street"
C:/D/VQA/IC/images/objects_dog_COCO_train2014_000000340734.jpg,objects_dog_COCO_train2014_000000340734.jpg,0.323529422,a dog is sitting in the back of a truck,a dog sitting in the back of a pick up truck,a dog sitting in the back of a pick up truck
C:/D/VQA/IC/images/objects_dog_COCO_train2014_000000401218.jpg,objects_dog_COCO_train2014_000000401218.jpg,0.397058815,a dog laying on the floor next to a cake,a dog laying on the floor in front of a birthday cake,a dog laying on the floor in front of a birthday cake
C:/D/VQA/IC/images/objects_dog_COCO_train2014_000000412755.jpg,objects_dog_COCO_train2014_000000412755.jpg,0.632352948,a black and white dog sitting in a living room,"a black and white dog sitting on the floor in front of a living room with a couch, table and chairs, computer desk and book shelves","a black and white dog sitting on the floor in front of a living room with a couch, table and chairs, computer desk and book shelves"
C:/D/VQA/IC/images/objects_dog_COCO_train2014_000000446829.jpg,objects_dog_COCO_train2014_000000446829.jpg,0.485294104,two dogs laying on a couch next to each other,two dogs laying on a couch next to each other,two dogs laying on a couch next to each other
C:/D/VQA/IC/images/objects_dog_COCO_train2014_000000456572.jpg,objects_dog_COCO_train2014_000000456572.jpg,0.397058815,a woman standing next to a pool with a dog,a woman standing next to a swimming pool with a small dog by her side,a woman standing next to a swimming pool with a small dog by her side
C:/D/VQA/IC/images/objects_dog_COCO_train2014_000000460202.jpg,objects_dog_COCO_train2014_000000460202.jpg,0.5,a cat sitting on top of a dogs backpack,a cat sits on top of a dog's backpack while the dog is laying on the ground next to a person wearing sandals and carrying a water bottle in their hand,a cat sits on top of a dog's backpack while the dog is laying on the ground next to a person wearing sandals and carrying a water bottle in their hand
C:/D/VQA/IC/images/objects_dog_COCO_train2014_000000474026.jpg,objects_dog_COCO_train2014_000000474026.jpg,0.54411763,a person laying on a bed next to a dog,a person laying on a bed with two dogs next to him,a person laying on a bed with two dogs next to him
C:/D/VQA/IC/images/objects_dog_COCO_train2014_000000474233.jpg,objects_dog_COCO_train2014_000000474233.jpg,0.529411793,a woman and a dog on a surfboard in the water,a woman in a bikini riding a surfboard with a dog on top of the surfboard next to her,a woman in a bikini riding a surfboard with a dog on top of the surfboard next to her
C:/D/VQA/IC/images/objects_dog_COCO_train2014_000000481749.jpg,objects_dog_COCO_train2014_000000481749.jpg,0.441176474,a dog jumps into the air to catch a frisbee,a dog jumping into the air to catch a frisbee in front of a swimming pool,a dog jumping into the air to catch a frisbee in front of a swimming pool
C:/D/VQA/IC/images/objects_dog_COCO_train2014_000000482508.jpg,objects_dog_COCO_train2014_000000482508.jpg,0.529411793,a small dog standing on the deck of a boat,a small dog standing on the deck of a boat,a small dog standing on the deck of a boat
C:/D/VQA/IC/images/objects_dog_COCO_train2014_000000519850.jpg,objects_dog_COCO_train2014_000000519850.jpg,0.514705896,a person sitting on a bench next to a dog,a person sitting on a bench next to a dog in the snow,a person sitting on a bench next to a dog in the snow
C:/D/VQA/IC/images/objects_dog_COCO_train2014_000000558036.jpg,objects_dog_COCO_train2014_000000558036.jpg,0.382352948,a brown and white dog is riding a skateboard,a brown and white dog riding a skateboard in a parking lot with bales of hay in the background,a brown and white dog riding a skateboard in a parking lot with bales of hay in the background
C:/D/VQA/IC/images/objects_donut_COCO_train2014_000000017985.jpg,objects_donut_COCO_train2014_000000017985.jpg,0.588235319,a group of people standing around a table filled with donuts,Group of people standing around open boxes of doughnuts on a table with cups of coffee and drinks in front of them. One person is holding a box of dough,Group of people standing around open boxes of doughnuts on a table with cups of coffee and drinks in front of them. One person is holding a box of dough
C:/D/VQA/IC/images/objects_donut_COCO_train2014_000000166766.jpg,objects_donut_COCO_train2014_000000166766.jpg,0.514705896,donuts are being fried in a pot on a stove,a pot of fried doughnuts is being cooked in oil on a stovetop,a pot of fried doughnuts is being cooked in oil on a stovetop
C:/D/VQA/IC/images/objects_donut_COCO_train2014_000000202829.jpg,objects_donut_COCO_train2014_000000202829.jpg,0.485294104,a bakery display case filled with a variety of pastries,"a display case filled with many different types of doughnuts and other pastries for sale in a bakery or grocery store. the prices are clearly marked on each tray, ranging from $0.75 to $1.25","a display case filled with many different types of doughnuts and other pastries for sale in a bakery or grocery store. the prices are clearly marked on each tray, ranging from $0.75 to $1.25"
C:/D/VQA/IC/images/objects_donut_COCO_train2014_000000218917.jpg,objects_donut_COCO_train2014_000000218917.jpg,0.691176474,a bakery counter filled with pastries and donuts,a bakery with many different types of donuts on the shelves and a menu behind the counter for customers to look at while they wait in front of the glass display case,a bakery with many different types of donuts on the shelves and a menu behind the counter for customers to look at while they wait in front of the glass display case
C:/D/VQA/IC/images/objects_donut_COCO_train2014_000000227957.jpg,objects_donut_COCO_train2014_000000227957.jpg,0.455882341,a woman sitting at a table eating a donut,a woman in a bikini sitting at a table eating a doughnut,a woman in a bikini sitting at a table eating a doughnut
C:/D/VQA/IC/images/objects_donut_COCO_train2014_000000296157.jpg,objects_donut_COCO_train2014_000000296157.jpg,0.602941155,an assortment of doughnuts in a display case,a variety of doughnuts are on display in a bakery case,a variety of doughnuts are on display in a bakery case
C:/D/VQA/IC/images/objects_donut_COCO_train2014_000000329127.jpg,objects_donut_COCO_train2014_000000329127.jpg,0.676470578,a bakery filled with many different types of donuts,a bakery case filled with many different types of doughnuts and pastries,a bakery case filled with many different types of doughnuts and pastries
C:/D/VQA/IC/images/objects_donut_COCO_train2014_000000366417.jpg,objects_donut_COCO_train2014_000000366417.jpg,0.485294104,a person holding a half eaten donut with sprinkles on it,a person is holding a half eaten donut with pink frosting and sprinkles,a person is holding a half eaten donut with pink frosting and sprinkles
C:/D/VQA/IC/images/objects_donut_COCO_train2014_000000415150.jpg,objects_donut_COCO_train2014_000000415150.jpg,0.588235319,a table topped with plates of food and drinks,a wooden table topped with plates of food and cups of beverages,a wooden table topped with plates of food and cups of beverages
C:/D/VQA/IC/images/objects_donut_COCO_train2014_000000423586.jpg,objects_donut_COCO_train2014_000000423586.jpg,0.573529422,a person in an apron preparing food for customers,a group of people working at a bakery making donuts and pancakes on a large griddle,a group of people working at a bakery making donuts and pancakes on a large griddle
C:/D/VQA/IC/images/objects_donut_COCO_train2014_000000425175.jpg,objects_donut_COCO_train2014_000000425175.jpg,0.5,a table topped with a plate of food and a drink,a table topped with plates of food and a glass of iced tea on a marble table top in an outdoor dining area,a table topped with plates of food and a glass of iced tea on a marble table top in an outdoor dining area
C:/D/VQA/IC/images/objects_donut_COCO_train2014_000000434409.jpg,objects_donut_COCO_train2014_000000434409.jpg,0.426470578,a man eating a doughnut hanging from a string,a man eating a chocolate covered donut hanging on a string from the ceiling,a man eating a chocolate covered donut hanging on a string from the ceiling
C:/D/VQA/IC/images/objects_donut_COCO_train2014_000000519578.jpg,objects_donut_COCO_train2014_000000519578.jpg,0.5,a box of doughnuts and a cup of coffee,a box of doughnuts and a cup of coffee on a table,a box of doughnuts and a cup of coffee on a table
C:/D/VQA/IC/images/objects_donut_COCO_train2014_000000529133.jpg,objects_donut_COCO_train2014_000000529133.jpg,0.514705896,three plates of donuts sitting on top of a counter,four plates of doughnuts sitting on top of a kitchen counter,four plates of doughnuts sitting on top of a kitchen counter
C:/D/VQA/IC/images/objects_donut_COCO_train2014_000000548362.jpg,objects_donut_COCO_train2014_000000548362.jpg,0.588235319,a couple of kids sitting at a table eating food,a couple of kids eating pink donuts at a table in a restaurant with adults behind them,a couple of kids eating pink donuts at a table in a restaurant with adults behind them
C:/D/VQA/IC/images/objects_elephant_COCO_train2014_000000009203.jpg,objects_elephant_COCO_train2014_000000009203.jpg,0.617647052,a man riding an elephant down a city street,an elephant walking down the street with a man riding on its back,an elephant walking down the street with a man riding on its back
C:/D/VQA/IC/images/objects_elephant_COCO_train2014_000000062195.jpg,objects_elephant_COCO_train2014_000000062195.jpg,0.470588237,two people riding on the back of an elephant,two people riding on the back of an elephant with an umbrella over their heads,two people riding on the back of an elephant with an umbrella over their heads
C:/D/VQA/IC/images/objects_elephant_COCO_train2014_000000092731.jpg,objects_elephant_COCO_train2014_000000092731.jpg,0.529411793,a couple of people sitting on top of some elephants,a couple of people sitting on top of elephants in a grassy field,a couple of people sitting on top of elephants in a grassy field
C:/D/VQA/IC/images/objects_elephant_COCO_train2014_000000100253.jpg,objects_elephant_COCO_train2014_000000100253.jpg,0.573529422,a group of people riding on top of elephants,a group of people riding on the back of elephants,a group of people riding on the back of elephants
C:/D/VQA/IC/images/objects_elephant_COCO_train2014_000000138192.jpg,objects_elephant_COCO_train2014_000000138192.jpg,0.5,a herd of elephants standing near a body of water,"a herd of elephants drinking from the water and grazing on the grass near the water's edge, with a bird perched on a rock in the foreground","a herd of elephants drinking from the water and grazing on the grass near the water's edge, with a bird perched on a rock in the foreground"
C:/D/VQA/IC/images/objects_elephant_COCO_train2014_000000242426.jpg,objects_elephant_COCO_train2014_000000242426.jpg,0.647058845,a collage of four pictures of animals at a zoo,"a collage of four different pictures of animals in their enclosures at the zoo, including an elephant, giraffe, lion, and zebra","a collage of four different pictures of animals in their enclosures at the zoo, including an elephant, giraffe, lion, and zebra"
C:/D/VQA/IC/images/objects_elephant_COCO_train2014_000000299055.jpg,objects_elephant_COCO_train2014_000000299055.jpg,0.455882341,a couple of elephants that are standing next to each other,two elephants standing next to each other in a dirt enclosure,two elephants standing next to each other in a dirt enclosure
C:/D/VQA/IC/images/objects_elephant_COCO_train2014_000000330284.jpg,objects_elephant_COCO_train2014_000000330284.jpg,0.514705896,a group of elephants standing in front of a waterfall,a group of elephants standing in front of a waterfall,a group of elephants standing in front of a waterfall
C:/D/VQA/IC/images/objects_elephant_COCO_train2014_000000369512.jpg,objects_elephant_COCO_train2014_000000369512.jpg,0.529411793,a group of people standing in a river with elephants,a group of people in the water with elephants and one man is holding onto an elephant's trunk while another man is trying to pull it out of the water by its tusks,a group of people in the water with elephants and one man is holding onto an elephant's trunk while another man is trying to pull it out of the water by its tusks
C:/D/VQA/IC/images/objects_elephant_COCO_train2014_000000421223.jpg,objects_elephant_COCO_train2014_000000421223.jpg,0.308823526,a large elephant walking along a dirt path,an elephant standing on a dirt field with trees in the background,an elephant standing on a dirt field with trees in the background
C:/D/VQA/IC/images/objects_elephant_COCO_train2014_000000447243.jpg,objects_elephant_COCO_train2014_000000447243.jpg,0.676470578,a group of people standing in front of an elephant,an elephant touching a woman's hand with its trunk at an indian marketplace,an elephant touching a woman's hand with its trunk at an indian marketplace
C:/D/VQA/IC/images/objects_elephant_COCO_train2014_000000477410.jpg,objects_elephant_COCO_train2014_000000477410.jpg,0.382352948,an adult elephant standing next to a baby elephant,an adult elephant and a baby elephant standing next to each other,an adult elephant and a baby elephant standing next to each other
C:/D/VQA/IC/images/objects_elephant_COCO_train2014_000000478215.jpg,objects_elephant_COCO_train2014_000000478215.jpg,0.617647052,a herd of elephants roaming around in a field,a herd of elephants grazing in a grassy field surrounded by trees and bushes,a herd of elephants grazing in a grassy field surrounded by trees and bushes
C:/D/VQA/IC/images/objects_elephant_COCO_train2014_000000518361.jpg,objects_elephant_COCO_train2014_000000518361.jpg,0.514705896,a group of people watching an elephant at a zoo,a group of people looking at an elephant in a zoo enclosure,a group of people looking at an elephant in a zoo enclosure
C:/D/VQA/IC/images/objects_elephant_COCO_train2014_000000538190.jpg,objects_elephant_COCO_train2014_000000538190.jpg,0.426470578,an elephant walking through a lush green forest,an elephant is walking through the jungle with its trunk in the air and a man following behind it,an elephant is walking through the jungle with its trunk in the air and a man following behind it
C:/D/VQA/IC/images/objects_fire hydrant_COCO_train2014_000000012892.jpg,objects_fire hydrant_COCO_train2014_000000012892.jpg,0.485294104,a yellow and red bus driving down a city street,a yellow and red bus driving down a city street,a yellow and red bus driving down a city street
C:/D/VQA/IC/images/objects_fire hydrant_COCO_train2014_000000023255.jpg,objects_fire hydrant_COCO_train2014_000000023255.jpg,0.411764711,a red fire hydrant next to a body of water,a bird standing next to a fire hydrant on the side of a body of water,a bird standing next to a fire hydrant on the side of a body of water
C:/D/VQA/IC/images/objects_fire hydrant_COCO_train2014_000000039012.jpg,objects_fire hydrant_COCO_train2014_000000039012.jpg,0.426470578,a fire hydrant in the middle of a grassy field,a fire hydrant sitting in the middle of a grassy area next to some rocks and a pile of dirt,a fire hydrant sitting in the middle of a grassy area next to some rocks and a pile of dirt
C:/D/VQA/IC/images/objects_fire hydrant_COCO_train2014_000000053691.jpg,objects_fire hydrant_COCO_train2014_000000053691.jpg,0.529411793,a red fire hydrant sitting on the side of a road,a fire hydrant that is sitting on the side of the road at night,a fire hydrant that is sitting on the side of the road at night
C:/D/VQA/IC/images/objects_fire hydrant_COCO_train2014_000000125117.jpg,objects_fire hydrant_COCO_train2014_000000125117.jpg,0.676470578,a red and blue fire hydrant on a city sidewalk,a red and blue fire hydrant in the middle of a sidewalk,a red and blue fire hydrant in the middle of a sidewalk
C:/D/VQA/IC/images/objects_fire hydrant_COCO_train2014_000000141232.jpg,objects_fire hydrant_COCO_train2014_000000141232.jpg,0.455882341,a black and white photo of a fire hydrant on a sidewalk,a black and white photo of a fire hydrant on a cobblestone street,a black and white photo of a fire hydrant on a cobblestone street
C:/D/VQA/IC/images/objects_fire hydrant_COCO_train2014_000000147270.jpg,objects_fire hydrant_COCO_train2014_000000147270.jpg,0.411764711,a blue and white fire hydrant with eyes painted on it,a blue and white fire hydrant with eyes painted on it,a blue and white fire hydrant with eyes painted on it
C:/D/VQA/IC/images/objects_fire hydrant_COCO_train2014_000000217216.jpg,objects_fire hydrant_COCO_train2014_000000217216.jpg,0.529411793,a fire hydrant on the side of a building,a fire hydrant on the side of a building at night,a fire hydrant on the side of a building at night
C:/D/VQA/IC/images/objects_fire hydrant_COCO_train2014_000000240615.jpg,objects_fire hydrant_COCO_train2014_000000240615.jpg,0.558823526,a firefighter attaching a hose to a fire hydrant,a firefighter hooking up a hose to a hydrant in front of a red fire truck and a car that is on the side of the road with smoke coming out of it's hood,a firefighter hooking up a hose to a hydrant in front of a red fire truck and a car that is on the side of the road with smoke coming out of it's hood
C:/D/VQA/IC/images/objects_fire hydrant_COCO_train2014_000000289621.jpg,objects_fire hydrant_COCO_train2014_000000289621.jpg,0.514705896,a woman painting a fire hydrant on the sidewalk,a woman is painting a fire hydrant on the side of the street,a woman is painting a fire hydrant on the side of the street
C:/D/VQA/IC/images/objects_fire hydrant_COCO_train2014_000000420410.jpg,objects_fire hydrant_COCO_train2014_000000420410.jpg,0.470588237,a dog standing next to a yellow fire hydrant,a brown and white dog standing next to a yellow fire hydrant on the sidewalk,a brown and white dog standing next to a yellow fire hydrant on the sidewalk
C:/D/VQA/IC/images/objects_fire hydrant_COCO_train2014_000000431340.jpg,objects_fire hydrant_COCO_train2014_000000431340.jpg,0.54411763,a bread truck parked on the side of a street,a bread truck parked on the side of a city street,a bread truck parked on the side of a city street
C:/D/VQA/IC/images/objects_fire hydrant_COCO_train2014_000000480014.jpg,objects_fire hydrant_COCO_train2014_000000480014.jpg,0.514705896,two motorcycles parked on the side of a street,two motorcycles parked next to each other on a city street at dusk,two motorcycles parked next to each other on a city street at dusk
C:/D/VQA/IC/images/objects_fire hydrant_COCO_train2014_000000505126.jpg,objects_fire hydrant_COCO_train2014_000000505126.jpg,0.308823526,a fire hydrant sitting on the side of a sidewalk,a fire hydrant sitting on the sidewalk next to a road,a fire hydrant sitting on the sidewalk next to a road
C:/D/VQA/IC/images/objects_fire hydrant_COCO_train2014_000000550445.jpg,objects_fire hydrant_COCO_train2014_000000550445.jpg,0.338235289,a woman with a backpack looking at a fire hydrant,a woman with a backpack standing next to a fire hydrant that looks like it has googly eyes painted on it in the middle of a grassy field,a woman with a backpack standing next to a fire hydrant that looks like it has googly eyes painted on it in the middle of a grassy field
C:/D/VQA/IC/images/objects_fork_COCO_train2014_000000080385.jpg,objects_fork_COCO_train2014_000000080385.jpg,0.676470578,a table topped with plates of desserts and a plant,"A three tiered dessert platter with assorted pastries and cookies on top of the tiers, sitting on a wooden table in front of a man wearing a pl","A three tiered dessert platter with assorted pastries and cookies on top of the tiers, sitting on a wooden table in front of a man wearing a pl"
C:/D/VQA/IC/images/objects_fork_COCO_train2014_000000145313.jpg,objects_fork_COCO_train2014_000000145313.jpg,0.485294104,a bowl of broccoli and beans on a table,"a white bowl filled with broccoli, beans and other vegetables","a white bowl filled with broccoli, beans and other vegetables"
C:/D/VQA/IC/images/objects_fork_COCO_train2014_000000197323.jpg,objects_fork_COCO_train2014_000000197323.jpg,0.573529422,a man sitting at a table with a plate of food,a man sitting at a table with two plates of desserts in front of him and a glass of wine on the table next to him,a man sitting at a table with two plates of desserts in front of him and a glass of wine on the table next to him
C:/D/VQA/IC/images/objects_fork_COCO_train2014_000000258517.jpg,objects_fork_COCO_train2014_000000258517.jpg,0.54411763,a tray with a bowl of soup and a sandwich,"a tray of food that includes sandwiches, soup and veggies on a tray with a carton of milk and a bottle of juice next to the tray","a tray of food that includes sandwiches, soup and veggies on a tray with a carton of milk and a bottle of juice next to the tray"
C:/D/VQA/IC/images/objects_fork_COCO_train2014_000000327178.jpg,objects_fork_COCO_train2014_000000327178.jpg,0.5,"a picnic table topped with sandwiches, carrots and chips","a picnic table topped with sandwiches, carrots and jalapeno poppers","a picnic table topped with sandwiches, carrots and jalapeno poppers"
C:/D/VQA/IC/images/objects_fork_COCO_train2014_000000331331.jpg,objects_fork_COCO_train2014_000000331331.jpg,0.5,a person cutting a slice of pizza with a fork,a person holding a fork and knife over a plate of pizza on a dining table with other people in the background eating their own meals,a person holding a fork and knife over a plate of pizza on a dining table with other people in the background eating their own meals
C:/D/VQA/IC/images/objects_fork_COCO_train2014_000000507489.jpg,objects_fork_COCO_train2014_000000507489.jpg,0.514705896,a young boy is making a pizza in the kitchen,a young boy is making pizzas on the stove,a young boy is making pizzas on the stove
C:/D/VQA/IC/images/objects_fork_COCO_train2014_000000522741.jpg,objects_fork_COCO_train2014_000000522741.jpg,0.514705896,a table topped with plates of food and drinks,a table topped with plates of food and beverages,a table topped with plates of food and beverages
C:/D/VQA/IC/images/objects_frisbee_COCO_train2014_000000003623.jpg,objects_frisbee_COCO_train2014_000000003623.jpg,0.367647052,a dog jumping in the air to catch a frisbee,a brown dog jumping in the air with a blue frisbee in it's mouth,a brown dog jumping in the air with a blue frisbee in it's mouth
C:/D/VQA/IC/images/objects_frisbee_COCO_train2014_000000027937.jpg,objects_frisbee_COCO_train2014_000000027937.jpg,0.529411793,a dog in the water with a frisbee in its mouth,a brown dog holding a yellow frisbee in its mouth as it walks through the water with people watching from the shore,a brown dog holding a yellow frisbee in its mouth as it walks through the water with people watching from the shore
C:/D/VQA/IC/images/objects_frisbee_COCO_train2014_000000070904.jpg,objects_frisbee_COCO_train2014_000000070904.jpg,0.279411763,a young man catching a frisbee in a field,a man catching a frisbee in the grass at dusk,a man catching a frisbee in the grass at dusk
C:/D/VQA/IC/images/objects_frisbee_COCO_train2014_000000123532.jpg,objects_frisbee_COCO_train2014_000000123532.jpg,0.514705896,a couple of people standing on a tennis court,a person swinging a tennis racket at a ball on a dirt court,a person swinging a tennis racket at a ball on a dirt court
C:/D/VQA/IC/images/objects_frisbee_COCO_train2014_000000125919.jpg,objects_frisbee_COCO_train2014_000000125919.jpg,0.573529422,a man holding a white frisbee in a gymnasium,a man holding up a white frisbee in an indoor gym,a man holding up a white frisbee in an indoor gym
C:/D/VQA/IC/images/objects_frisbee_COCO_train2014_000000174522.jpg,objects_frisbee_COCO_train2014_000000174522.jpg,0.308823526,two young men playing frisbee on a grassy field,two young men playing frisbee in a grassy field on a sunny day,two young men playing frisbee in a grassy field on a sunny day
C:/D/VQA/IC/images/objects_frisbee_COCO_train2014_000000187442.jpg,objects_frisbee_COCO_train2014_000000187442.jpg,0.470588237,three men sitting on a park bench looking at their phones,three young men sitting on a park bench looking at their cell phones,three young men sitting on a park bench looking at their cell phones
C:/D/VQA/IC/images/objects_frisbee_COCO_train2014_000000226748.jpg,objects_frisbee_COCO_train2014_000000226748.jpg,0.5,a group of people playing frisbee on a field,a group of people playing frisbee on a field,a group of people playing frisbee on a field
C:/D/VQA/IC/images/objects_frisbee_COCO_train2014_000000273362.jpg,objects_frisbee_COCO_train2014_000000273362.jpg,0.397058815,a man reaching out to catch a frisbee in a park,a man catching a frisbee in the park,a man catching a frisbee in the park
C:/D/VQA/IC/images/objects_frisbee_COCO_train2014_000000289915.jpg,objects_frisbee_COCO_train2014_000000289915.jpg,0.5,a group of people standing on top of a field,a group of people wearing orange shirts standing on top of a grassy field,a group of people wearing orange shirts standing on top of a grassy field
C:/D/VQA/IC/images/objects_frisbee_COCO_train2014_000000340197.jpg,objects_frisbee_COCO_train2014_000000340197.jpg,0.426470578,a man and a woman playing frisbee in a park,a man and woman are playing frisbee in the park,a man and woman are playing frisbee in the park
C:/D/VQA/IC/images/objects_frisbee_COCO_train2014_000000378621.jpg,objects_frisbee_COCO_train2014_000000378621.jpg,0.455882341,a group of people playing frisbee on a beach,a group of people playing frisbee on a sandy beach,a group of people playing frisbee on a sandy beach
C:/D/VQA/IC/images/objects_frisbee_COCO_train2014_000000379732.jpg,objects_frisbee_COCO_train2014_000000379732.jpg,0.691176474,a group of people sitting in a living room,a group of people sitting and standing in a living room,a group of people sitting and standing in a living room
C:/D/VQA/IC/images/objects_frisbee_COCO_train2014_000000382789.jpg,objects_frisbee_COCO_train2014_000000382789.jpg,0.323529422,a man holding a white frisbee in his hand,a man preparing to throw a frisbee in a grassy field,a man preparing to throw a frisbee in a grassy field
C:/D/VQA/IC/images/objects_frisbee_COCO_train2014_000000471376.jpg,objects_frisbee_COCO_train2014_000000471376.jpg,0.220588237,a frisbee sitting in the sand next to a drawing,a frisbee sitting on top of some sand with words written in it,a frisbee sitting on top of some sand with words written in it
C:/D/VQA/IC/images/objects_giraffe_COCO_train2014_000000008300.jpg,objects_giraffe_COCO_train2014_000000008300.jpg,0.54411763,a group of giraffes that are eating from a tree,a group of giraffes eating at a feeding station in an enclosure,a group of giraffes eating at a feeding station in an enclosure
C:/D/VQA/IC/images/objects_giraffe_COCO_train2014_000000019184.jpg,objects_giraffe_COCO_train2014_000000019184.jpg,0.5,a giraffe standing in front of a large tree stump,a giraffe standing next to a tree stump in an enclosure,a giraffe standing next to a tree stump in an enclosure
C:/D/VQA/IC/images/objects_giraffe_COCO_train2014_000000026538.jpg,objects_giraffe_COCO_train2014_000000026538.jpg,0.514705896,two giraffes standing next to each other in an enclosure,two giraffes standing next to each other in an enclosure,two giraffes standing next to each other in an enclosure
C:/D/VQA/IC/images/objects_giraffe_COCO_train2014_000000152197.jpg,objects_giraffe_COCO_train2014_000000152197.jpg,0.455882341,two giraffes standing next to each other in an enclosure,two giraffes standing next to each other in an enclosure,two giraffes standing next to each other in an enclosure
C:/D/VQA/IC/images/objects_giraffe_COCO_train2014_000000192804.jpg,objects_giraffe_COCO_train2014_000000192804.jpg,0.397058815,a close up of a giraffe looking over a fence,"a giraffe standing next to a wooden fence with its head down looking at something on the other side of the fence, it's in an enclosure and there is a wood building behind it","a giraffe standing next to a wooden fence with its head down looking at something on the other side of the fence, it's in an enclosure and there is a wood building behind it"
